Service discovery failed DEVICE:HTC Dream [25 Feb 2011 15:09:38 GMT]
HTC Dream cancled election initiation [25 Feb 2011 15:09:47 GMT]
sgaf cancled election initiation [25 Feb 2011 15:09:47 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 15:37:26 GMT]
ty cancled election initiation [25 Feb 2011 15:37:26 GMT]
asdf cancled election initiation [25 Feb 2011 16:44:33 GMT]
HTC Dream cancled election initiation [25 Feb 2011 16:44:33 GMT]
Service discovery failed DEVICE:ty [25 Feb 2011 17:23:57 GMT]
sgaf cancled election initiation [25 Feb 2011 17:24:09 GMT]
asdf cancled election initiation [25 Feb 2011 17:24:09 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 17:38:37 GMT]
sgaf cancled election initiation [25 Feb 2011 17:38:38 GMT]
Service discovery failed DEVICE:qwerty [25 Feb 2011 17:55:01 GMT]
Service discovery failed DEVICE:ty [25 Feb 2011 17:59:21 GMT]
qwerty cancled election initiation [25 Feb 2011 17:59:29 GMT]
asdf cancled election initiation [25 Feb 2011 17:59:29 GMT]
Service discovery failed DEVICE:sgaf [25 Feb 2011 18:10:19 GMT]
Service discovery failed DEVICE:ty [25 Feb 2011 18:23:06 GMT]
Service discovery failed DEVICE:ty [25 Feb 2011 18:48:58 GMT]
Service discovery failed DEVICE:ty [25 Feb 2011 20:23:25 GMT]
sgaf cancled election initiation [25 Feb 2011 21:29:25 GMT]
Service discovery failed DEVICE:sgaf [25 Feb 2011 22:23:31 GMT]
Service discovery failed DEVICE:09 [25 Feb 2011 22:40:42 GMT]
