Service discovery failed DEVICE:ty [24 Feb 2011 19:43:05 GMT]
Service discovery failed DEVICE:HTC Dream [24 Feb 2011 19:43:10 GMT]
Service discovery failed DEVICE:HTC Dream [24 Feb 2011 19:43:15 GMT]
Service discovery failed DEVICE:asdf [24 Feb 2011 19:43:21 GMT]
Service discovery failed DEVICE:zxc [24 Feb 2011 19:43:31 GMT]
sgaf cancled election initiation [24 Feb 2011 19:43:34 GMT]
09 cancled election initiation [24 Feb 2011 19:43:34 GMT]
Service discovery failed DEVICE:sgaf [24 Feb 2011 19:47:22 GMT]
Service discovery failed DEVICE:09 [24 Feb 2011 19:47:28 GMT]
Service discovery failed DEVICE:HTC Dream [24 Feb 2011 19:47:34 GMT]
Service discovery failed DEVICE:ty [24 Feb 2011 19:47:42 GMT]
Service discovery failed DEVICE:qwerty [24 Feb 2011 19:47:50 GMT]
asdf cancled election initiation [24 Feb 2011 19:47:50 GMT]
HTC Dream cancled election initiation [24 Feb 2011 19:47:50 GMT]
Service discovery failed DEVICE:asdf [24 Feb 2011 19:51:41 GMT]
Service discovery failed DEVICE:zxc [24 Feb 2011 19:51:52 GMT]
HTC Dream cancled election initiation [24 Feb 2011 19:51:56 GMT]
Service discovery failed DEVICE:HTC Dream [24 Feb 2011 20:20:54 GMT]
Device or resource busy DEVICE:sgaf [24 Feb 2011 20:20:56 GMT]
Device or resource busy DEVICE:09 [24 Feb 2011 20:21:00 GMT]
Service discovery failed DEVICE:ty [24 Feb 2011 20:21:05 GMT]
Service discovery failed DEVICE:qwerty [24 Feb 2011 20:21:12 GMT]
Service discovery failed DEVICE:asdf [24 Feb 2011 20:21:25 GMT]
HTC Dream cancled election initiation [24 Feb 2011 20:21:29 GMT]
Service discovery failed DEVICE:09 [24 Feb 2011 20:33:06 GMT]
Service discovery failed DEVICE:qwerty [24 Feb 2011 20:33:21 GMT]
Service discovery failed DEVICE:zxc [24 Feb 2011 20:33:26 GMT]
asdf cancled election initiation [24 Feb 2011 20:33:26 GMT]
HTC Dream cancled election initiation [24 Feb 2011 20:49:03 GMT]
HTC Dream cancled election initiation [24 Feb 2011 21:13:52 GMT]
zxc cancled election initiation [24 Feb 2011 21:13:52 GMT]
Service discovery failed DEVICE:asdf [24 Feb 2011 21:24:52 GMT]
Service discovery failed DEVICE:HTC Dream [24 Feb 2011 21:24:58 GMT]
Service discovery failed DEVICE:ty [24 Feb 2011 21:25:05 GMT]
Service discovery failed DEVICE:sgaf [24 Feb 2011 21:25:19 GMT]
