Service discovery failed DEVICE:HTC Dream [25 Feb 2011 15:00:02 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 15:00:04 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 15:00:10 GMT]
Service discovery failed DEVICE:qwerty [25 Feb 2011 15:08:10 GMT]
HTC Dream cancled election initiation [25 Feb 2011 15:08:10 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 15:12:22 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 15:12:34 GMT]
HTC Dream cancled election initiation [25 Feb 2011 15:12:44 GMT]
asdf cancled election initiation [25 Feb 2011 15:12:44 GMT]
qwerty cancled election initiation [25 Feb 2011 15:12:44 GMT]
zxc cancled election initiation [25 Feb 2011 15:28:02 GMT]
asdf cancled election initiation [25 Feb 2011 15:28:02 GMT]
HTC Dream cancled election initiation [25 Feb 2011 15:28:02 GMT]
09 cancled election initiation [25 Feb 2011 15:28:08 GMT]
Connection timed out DEVICE:HTC Dream [25 Feb 2011 15:33:25 GMT]
Service discovery failed DEVICE:qwerty [25 Feb 2011 15:33:27 GMT]
Service discovery failed DEVICE:09 [25 Feb 2011 15:33:32 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 15:33:35 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 15:33:38 GMT]
ty cancled election initiation [25 Feb 2011 15:33:38 GMT]
HTC Dream cancled election initiation [25 Feb 2011 15:33:38 GMT]
HTC Dream cancled election initiation [25 Feb 2011 15:37:12 GMT]
zxc cancled election initiation [25 Feb 2011 15:37:12 GMT]
Service discovery failed DEVICE:qwerty [25 Feb 2011 16:22:58 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 16:23:08 GMT]
ty cancled election initiation [25 Feb 2011 16:23:08 GMT]
Service discovery failed DEVICE:qwerty [25 Feb 2011 16:50:13 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 17:20:42 GMT]
ty cancled election initiation [25 Feb 2011 17:20:45 GMT]
Service discovery failed DEVICE:ty [25 Feb 2011 17:24:42 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 17:24:50 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 17:24:56 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 17:38:33 GMT]
zxc cancled election initiation [25 Feb 2011 17:38:38 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 17:42:49 GMT]
asdf cancled election initiation [25 Feb 2011 17:43:03 GMT]
asdf cancled election initiation [25 Feb 2011 18:01:59 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 18:35:56 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 19:48:55 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 19:57:33 GMT]
Service discovery failed DEVICE:ty [25 Feb 2011 21:01:29 GMT]
qwerty cancled election initiation [25 Feb 2011 21:01:33 GMT]
Service discovery failed DEVICE:ty [25 Feb 2011 21:29:56 GMT]
zxc cancled election initiation [25 Feb 2011 21:30:00 GMT]
Service discovery failed DEVICE:09 [25 Feb 2011 21:34:03 GMT]
Connection timed out DEVICE:ty [25 Feb 2011 21:34:41 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 21:34:47 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 22:10:38 GMT]
09 cancled election initiation [25 Feb 2011 22:10:43 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 22:14:57 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 22:32:08 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 22:45:04 GMT]
09 cancled election initiation [25 Feb 2011 23:00:19 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 23:13:08 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 23:38:03 GMT]
09 cancled election initiation [25 Feb 2011 23:38:03 GMT]
Service discovery failed DEVICE:zxc [25 Feb 2011 23:41:57 GMT]
