08:43:41 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
08:50:25 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
08:59:48 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
09:28:34 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
Service discovery failed DEVICE:zxc [8 Jul 2009 09:31:09 GMT]
Service discovery failed DEVICE:08 [8 Jul 2009 09:31:16 GMT]
09:36:25 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
Service discovery failed DEVICE:08 [8 Jul 2009 09:39:00 GMT]
09:47:23 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
10:03:28 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
10:08:42 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
Service discovery failed DEVICE:zxc [8 Jul 2009 10:11:17 GMT]
Service discovery failed DEVICE:08 [8 Jul 2009 10:11:22 GMT]
Service discovery failed DEVICE:zxc [8 Jul 2009 10:15:18 GMT]
