08:36:22 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
qwerty cancled election initiation [9 Mar 2011 14:39:03 GMT]
08:42:10 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
qwerty cancled election initiation [9 Mar 2011 14:44:45 GMT]
08:47:28 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
Service discovery failed DEVICE:11 [9 Mar 2011 14:50:08 GMT]
08:56:44 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
09:26:09 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
qwerty cancled election initiation [9 Mar 2011 15:28:44 GMT]
Service discovery failed DEVICE:11 [9 Mar 2011 15:32:41 GMT]
09:33:08 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
09:43:24 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
Service discovery failed DEVICE:11 [9 Mar 2011 15:46:04 GMT]
