08:36:20 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
08:42:09 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
08:47:28 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
08:56:42 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
Service discovery failed DEVICE:13 [9 Mar 2011 15:07:46 GMT]
Service discovery failed DEVICE:13 [9 Mar 2011 15:16:09 GMT]
09:26:08 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
09:33:05 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
Service discovery failed DEVICE:qwerty [9 Mar 2011 15:40:59 GMT]
09:43:20 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
